Agentid,TimePassed,LaraPosition.x,LaraPosition.y,LaraPosition.z,MarkoPosition.x,MarkoPosition.y,MarkoPosition.z,HalloPosition.x,HalloPosition.y,HalloPosition.z,Food1Position.x,Food1Position.y,Food1Position.z,Food2Position.x,Food2Position.y,Food2Position.z,Food3Position.x,Food3Position.y,Food3Position.z,Food,Health,AttackParticlePosition.x,AttackParticlePosition.y,AttackParticlePosition.z,ParticleContainPosition.x,ParticleContainPosition.y,ParticleContainPosition.z,Speed,Action,Action0,Action1,Action2,Action3,Action4,Action5,Action6
2,1.366666,-6.333551,0.003294408,29.52064,-6.333551,0.003294408,29.52064,19.01551,-0.000941932,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,1.383333,-6.433552,0.00329417,29.52064,-6.433552,0.00329417,29.52064,19.01551,-0.000941932,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,1.399999,-6.533553,0.003293991,29.52064,-6.533553,0.003293991,29.52064,19.01551,-0.000941932,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,1.416666,-6.633554,0.003293812,29.52064,-6.633554,0.003293812,29.52064,19.01551,-0.000941932,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.449999,-6.633556,0.003293753,29.54064,-6.633556,0.003293753,29.54064,19.01551,-0.000941932,29.53264,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.466666,-6.633558,0.003293693,29.54464,-6.633558,0.003293693,29.54464,19.01552,-0.000941992,29.53504,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.483333,-6.63356,0.003293633,29.54544,-6.63356,0.003293633,29.54544,19.01552,-0.000942051,29.53552,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.499999,-6.633561,0.003293574,29.5456,-6.633561,0.003293574,29.5456,19.01552,-0.000942111,29.53562,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.616666,-6.633572,0.003293335,29.52065,-6.633572,0.003293335,29.52065,19.01554,-0.00094229,29.52065,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.649999,-6.633574,0.003293276,29.54064,-6.633574,0.003293276,29.54064,19.01554,-0.000942349,29.53264,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.666666,-6.633576,0.003293216,29.54464,-6.633576,0.003293216,29.54464,19.01555,-0.000942409,29.53504,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.683332,-6.633578,0.003293157,29.54544,-6.633578,0.003293157,29.54544,19.01555,-0.000942469,29.53552,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.699999,-6.63358,0.003293097,29.5456,-6.63358,0.003293097,29.5456,19.01555,-0.000942469,29.53562,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.716666,-6.633582,0.003293037,29.54563,-6.633582,0.003293037,29.54563,19.01556,-0.000942469,29.53563,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.749999,-6.633584,0.003293037,29.54564,-6.633584,0.003293037,29.54564,19.01556,-0.000942469,29.53564,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.766666,-6.633585,0.003293037,29.54564,-6.633585,0.003293037,29.54564,19.01556,-0.000942528,29.53564,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.783332,-6.633587,0.003292978,29.54564,-6.633587,0.003292978,29.54564,19.01557,-0.000942588,29.53564,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.799999,-6.633588,0.003292978,29.54564,-6.633588,0.003292978,29.54564,19.01557,-0.000942648,29.53564,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.816666,-6.63359,0.003292918,29.54564,-6.63359,0.003292918,29.54564,19.01557,-0.000942707,29.53564,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.849999,-6.633591,0.003292859,29.54564,-6.633591,0.003292859,29.54564,19.01558,-0.000942707,29.52364,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.866666,-6.633592,0.003292799,29.54564,-6.633592,0.003292799,29.54564,19.01558,-0.000942707,29.52124,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.883332,-6.633594,0.003292739,29.54564,-6.633594,0.003292739,29.54564,19.01559,-0.000942707,29.52076,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.899999,-6.633596,0.00329268,29.54564,-6.633596,0.00329268,29.54564,19.01559,-0.000942767,29.52066,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.916666,-6.633598,0.00329262,29.54564,-6.633598,0.00329262,29.54564,19.01559,-0.000942767,29.52065,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.949999,-6.6336,0.003292561,29.54564,-6.6336,0.003292561,29.54564,19.0156,-0.000942767,29.53264,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.966666,-6.633602,0.003292501,29.54564,-6.633602,0.003292501,29.54564,19.0156,-0.000942767,29.53504,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.983332,-6.633603,0.003292441,29.54564,-6.633603,0.003292441,29.54564,19.0156,-0.000942767,29.53552,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,1.999999,-6.633604,0.003292441,29.54564,-6.633604,0.003292441,29.54564,19.01561,-0.000942767,29.53562,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,4.25,4.625,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.216665,-6.633623,0.003291786,29.52064,-6.633623,0.003291786,29.52064,19.01563,-0.000943005,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.249999,-6.633625,0.003291726,29.54064,-6.633625,0.003291726,29.54064,19.01563,-0.000943005,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.266665,-6.633626,0.003291726,29.54464,-6.633626,0.003291726,29.54464,19.01563,-0.000943005,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.283332,-6.633627,0.003291667,29.54544,-6.633627,0.003291667,29.54544,19.01563,-0.000943005,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.299999,-6.633628,0.003291607,29.5456,-6.633628,0.003291607,29.5456,19.01563,-0.000943005,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.416665,-6.633639,0.003291309,29.52065,-6.633639,0.003291309,29.52065,19.01565,-0.000943184,29.53563,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.449998,-6.633641,0.003291249,29.54064,-6.633641,0.003291249,29.54064,18.95565,-0.000943184,29.52364,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.466665,-6.633643,0.00329119,29.54464,-6.633643,0.00329119,29.54464,18.89565,-0.000943184,29.52124,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.483332,-6.633644,0.00329113,29.54544,-6.633644,0.00329113,29.54544,18.83566,-0.000943184,29.52076,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.499998,-6.633645,0.00329107,29.5456,-6.633645,0.00329107,29.5456,18.77566,-0.000943184,29.52066,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.716665,-6.633664,0.003290474,29.52064,-6.633664,0.003290474,29.52064,18.71567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.749998,-6.633665,0.003290415,29.54064,-6.633665,0.003290415,29.54064,18.71567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.766665,-6.633667,0.003290355,29.54464,-6.633667,0.003290355,29.54464,18.71567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.783331,-6.633668,0.003290355,29.54544,-6.633668,0.003290355,29.54544,18.71567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.799998,-6.633669,0.003290296,29.5456,-6.633669,0.003290296,29.5456,18.71567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.816665,-6.63367,0.003290236,29.54563,-6.63367,0.003290236,29.54563,18.71567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,2.849998,-6.533671,0.003290057,29.52564,-6.533671,0.003290057,29.52564,18.77567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,2.866665,-6.433672,0.003289819,29.52164,-6.433672,0.003289819,29.52164,18.83567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,2.883331,-6.333673,0.003289521,29.52084,-6.333673,0.003289521,29.52084,18.89567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,2.899998,-6.233675,0.003289342,29.52068,-6.233675,0.003289342,29.52068,18.95567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,2.916665,-6.133676,0.003289044,29.52065,-6.133676,0.003289044,29.52065,19.01567,-0.000943601,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.949998,-6.133677,0.003288984,29.54064,-6.133677,0.003288984,29.54064,19.01567,-0.000943661,29.53264,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.966665,-6.133678,0.003288925,29.54464,-6.133678,0.003288925,29.54464,19.01567,-0.00094372,29.53504,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.983331,-6.13368,0.003288865,29.54544,-6.13368,0.003288865,29.54544,19.01567,-0.00094378,29.53552,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,2.999998,-6.133682,0.003288805,29.5456,-6.133682,0.003288805,29.5456,19.01568,-0.00094378,29.53562,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,3.5,4.25,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.316664,-6.133707,0.003287613,29.52064,-6.133707,0.003287613,29.52064,19.01573,-0.000944257,29.53563,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,3.349998,-6.033708,0.003287375,29.52064,-6.033708,0.003287375,29.52064,19.01574,-0.000944257,29.52364,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,3.366664,-5.933709,0.003287137,29.52064,-5.933709,0.003287137,29.52064,19.01574,-0.000944257,29.52124,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,3.383331,-5.83371,0.003286898,29.52064,-5.83371,0.003286898,29.52064,19.01574,-0.000944316,29.52076,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,3.399997,-5.733711,0.00328666,29.52064,-5.733711,0.00328666,29.52064,19.01575,-0.000944376,29.52066,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,3.516664,-5.633717,0.003285408,29.52064,-5.633717,0.003285408,29.52064,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.549997,-5.633718,0.003285348,29.54064,-5.633718,0.003285348,29.54064,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.566664,-5.633718,0.003285289,29.54464,-5.633718,0.003285289,29.54464,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.583331,-5.633719,0.003285229,29.54544,-5.633719,0.003285229,29.54544,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.599997,-5.63372,0.00328517,29.5456,-5.63372,0.00328517,29.5456,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.616664,-5.633721,0.00328511,29.54563,-5.633721,0.00328511,29.54563,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.649997,-5.633722,0.00328505,29.54564,-5.633722,0.00328505,29.54564,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.666664,-5.633723,0.003284991,29.54564,-5.633723,0.003284991,29.54564,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.683331,-5.633724,0.003284931,29.54564,-5.633724,0.003284931,29.54564,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.699997,-5.633725,0.003284872,29.54564,-5.633725,0.003284872,29.54564,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,3.716664,-5.633726,0.003284812,29.54564,-5.633726,0.003284812,29.54564,19.01575,-0.000944376,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,3.749997,-5.733727,0.003284693,29.52564,-5.733727,0.003284693,29.52564,19.01576,-0.000944436,29.53264,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,3.766664,-5.833727,0.003284514,29.52164,-5.833727,0.003284514,29.52164,19.01576,-0.000944495,29.53504,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,3.78333,-5.933728,0.003284395,29.52084,-5.933728,0.003284395,29.52084,19.01576,-0.000944555,29.53552,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,3.799997,-6.03373,0.003284097,29.52068,-6.03373,0.003284097,29.52068,19.01577,-0.000944614,29.53562,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2.75,3.875,-8.954,0.89,-7,-10,0.47,-4.96,5,1,0,1,0,0,0,0,0
2,4.016664,-6.133741,0.003282368,29.52064,-6.133741,0.003282368,29.52064,19.3158,-0.000945032,29.52065,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.049997,-6.133743,0.003282309,29.54064,-6.133743,0.003282309,29.54064,19.3158,-0.000945211,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.066664,-6.133744,0.003282249,29.54464,-6.133744,0.003282249,29.54464,19.31581,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.083331,-6.133745,0.003282189,29.54544,-6.133745,0.003282189,29.54544,19.31581,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.099998,-6.133747,0.00328213,29.5456,-6.133747,0.00328213,29.5456,19.31581,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.116665,-6.133748,0.00328207,29.54563,-6.133748,0.00328207,29.54563,19.31581,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.149999,-6.03375,0.003281951,29.52564,-6.03375,0.003281951,29.52564,19.3758,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.166666,-5.933751,0.003281772,29.52164,-5.933751,0.003281772,29.52164,19.4358,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.183332,-5.833752,0.003281713,29.52084,-5.833752,0.003281713,29.52084,19.4958,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.199999,-5.733753,0.003281534,29.52068,-5.733753,0.003281534,29.52068,19.5558,-0.00094533,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.316668,-5.633758,0.003280759,29.52064,-5.633758,0.003280759,29.52064,19.61582,-0.000945628,29.53563,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.350001,-5.633759,0.003280699,29.54064,-5.633759,0.003280699,29.54064,19.61583,-0.000945628,29.52364,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.366668,-5.63376,0.00328064,29.54464,-5.63376,0.00328064,29.54464,19.61583,-0.000945687,29.52124,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.383335,-5.633761,0.00328058,29.54544,-5.633761,0.00328058,29.54544,19.61583,-0.000945687,29.52076,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.400002,-5.633762,0.00328052,29.5456,-5.633762,0.00328052,29.5456,19.61584,-0.000945747,29.52066,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,2,0,0,1,0,0,0,0
2,4.416669,-5.633762,0.003280461,29.54563,-5.633762,0.003280461,29.54563,19.61584,-0.000945747,29.52065,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.450003,-5.533763,0.003280401,29.52564,-5.533763,0.003280401,29.52564,19.61584,-0.000945747,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.46667,-5.433764,0.003280342,29.52164,-5.433764,0.003280342,29.52164,19.61584,-0.000945747,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.483336,-5.333766,0.003280222,29.52084,-5.333766,0.003280222,29.52084,19.61584,-0.000945747,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
2,4.500003,-5.233767,0.003280163,29.52068,-5.233767,0.003280163,29.52068,19.61584,-0.000945747,29.52064,-7.13,0.5,-4.94,-1.05,0.5,3.55,4.48,0.6,2.29,2,3.5,-8.954,0.89,-7,-10,0.47,-4.96,5,4,0,0,0,0,1,0,0
